Date,"Open Price","Close Price"
2016-01-11,22.4000000000,20.3000000000
2016-01-12,20.3000000000,21.1500000000
2016-01-13,21.4000000000,21.7000000000
2016-01-14,21.0000000000,21.1000000000
2016-01-15,21.2500000000,21.2000000000
2016-01-18,20.9000000000,21.9000000000
2016-01-19,22.1000000000,21.7000000000
2016-01-20,21.5500000000,21.0500000000
